CustomerDetail,Comment,CommentClass,ProductID,Comment_en,CommentClass_en,labels,tokens,clean_comment
**** ****|25 Ağustos 2019|LAV satıcısından alındı.,Paketleme güzeldi tek tek sarılmıştı kırık çizik yoktu 👍 Uzun olan bardakların dip kısmı yamuk biraz entersan geldi 🤔 en kucuk boy olanlar magnolia v.b tatli yapmaya uygun görünüyor deniyeceğim 😄,['iyipaketleme'],28,Packaging was nice one by one hugged broken scratch there was no fracture scratches 👍 The bottom of the cups came a little trapezoid a little entersan 🤔 The most small -sized ones Magnolia etc.,['good -up'],['good -up'],"['packaging', 'nice', 'one', 'one', 'hugged', 'broken', 'scratch', 'fracture', 'scratch', 'bottom', 'cup', 'came', 'little', 'trapezoid', 'little', 'entersan', 'small', 'sized', 'one', 'magnolia', 'etc']",packaging nice one one hugged broken scratch fracture scratch bottom cup came little trapezoid little entersan small sized one magnolia etc
**** ****|2 Mart 2020|LAV satıcısından alındı.,"Küçük olan şerbet ya da kahve yanı için, orta boyu su bardağı olarak büyük olanlar da meşrubat bardağı olarak ideal bence çok beğendim. Paketlemesi de gayet iyiydi.",['iyipaketleme'],28,"For the small sherbet or coffee as well as the mid -sized cup of water, I think the ideal as the soft drink cup. The packaging was also fine.",['good -up'],['good -up'],"['small', 'sherbet', 'coffee', 'well', 'mid', 'sized', 'cup', 'water', 'think', 'ideal', 'soft', 'drink', 'cup', 'packaging', 'also', 'fine']",small sherbet coffee well mid sized cup water think ideal soft drink cup packaging also fine
D** A**|13 Kasım 2020|LAV satıcısından alındı.,Çok güzel ve uygun fiyata aldım her boy kullanışlı,['uygunfiyat'],28,"I bought it at a very nice and affordable price, every height is useful",['convenience'],['convenience'],"['bought', 'nice', 'affordable', 'price', 'every', 'height', 'useful']",bought nice affordable price every height useful
Sedef Bakan|12 Kasım 2020|LAV satıcısından alındı.,kendimi çok değerli hissettiğim bir andı kutuları açarken teşekkürler LAV..,['uygunfiyat'],28,"Thanks to opening the boxes where I feel very valuable, Lav ..",['convenience'],['convenience'],"['thanks', 'opening', 'box', 'feel', 'valuable', 'lav']",thanks opening box feel valuable lav
**** ****|9 Kasım 2020|LAV satıcısından alındı.,Hem fiyatı uygun hem kaliteli. Hiç bir hasar yoktu. Paketleme çok iyiydi. Kargo da zamanında getirdi,['uygunfiyat'],28,The price is affordable and quality. There was no damage. The packaging was very good. Cargo brought it on time,['convenience'],['convenience'],"['price', 'affordable', 'quality', 'damage', 'packaging', 'good', 'cargo', 'brought', 'time']",price affordable quality damage packaging good cargo brought time
**** ****|9 Kasım 2020|LAV satıcısından alındı.,ürünler sorunsuz elime ulaştı fiyatı çok Uygun,['uygunfiyat'],28,"The products have reached my hand without any problems, the price is very affordable",['convenience'],['convenience'],"['product', 'reached', 'hand', 'without', 'problem', 'price', 'affordable']",product reached hand without problem price affordable
**** ****|6 Kasım 2020|LAV satıcısından alındı.,Çok uygun fiyata aldım. Ve gerçekten muhteşem bardaklar.Paketlemesi de çok iyi yapılmıştı,['uygunfiyat'],28,I bought it at a very affordable price. And they are really gorgeous glasses.,['convenience'],['convenience'],"['bought', 'affordable', 'price', 'really', 'gorgeous', 'glass']",bought affordable price really gorgeous glass
**** ****|4 Kasım 2020|LAV satıcısından alındı.,cok guzel evimde kullanıyorum cok memnunum kaliteli,['uygunfiyat'],28,"I use it in my home very nice, I am very satisfied, quality",['convenience'],['convenience'],"['use', 'home', 'nice', 'satisfied', 'quality']",use home nice satisfied quality
**** ****|1 Kasım 2020|LAV satıcısından alındı.,Uygun fiyatlı ve guzel günlük kullanım için aldım,"['uygunfiyat','günlükkullanım']",28,I bought it for affordable and beautiful daily use,"['convenience', 'Daily Office']","['convenience', 'Daily Office']","['bought', 'affordable', 'beautiful', 'daily', 'use']",bought affordable beautiful daily use
AYGÜL BAŞ|25 Ekim 2020|LAV satıcısından alındı.,fiyatına göre çok güzel bir urun hiç düşünmeden alinabilinir 3. kez sipariş verdim,"['uygunfiyat','kaliteliürün']",28,A very nice product can be taken without thinking for the price 3 times I ordered,"['convenience', 'your quality']","['convenience', 'your quality']","['nice', 'product', 'taken', 'without', 'thinking', 'price', 'time', 'ordered']",nice product taken without thinking price time ordered
**** ****|21 Ekim 2020|LAV satıcısından alındı.,kullanışlı fiyatida gayet iyi ceyyizime aldım,['uygunfiyat'],28,I bought it very well in the useful price,['convenience'],['convenience'],"['bought', 'well', 'useful', 'price']",bought well useful price
**** ****|20 Ekim 2020|Maxikazanç satıcısından alındı.,bu kadar bardağı çok uygun fiyata aldim bardaklar da çok kaliteliler.,['uygunfiyat'],28,I bought so many cups at a very affordable price.,['convenience'],['convenience'],"['bought', 'many', 'cup', 'affordable', 'price']",bought many cup affordable price
**** ****|19 Ekim 2020|LAV satıcısından alındı.,Hem fiyatı uygundu hem de kaliteli bir ürün,"['uygunfiyat','kaliteliürün']",28,The price was affordable and a quality product,"['convenience', 'your quality']","['convenience', 'your quality']","['price', 'affordable', 'quality', 'product']",price affordable quality product
**** ****|19 Ekim 2020|LAV satıcısından alındı.,urunun fiyati hem uygun hemde goruldugu gibi kaliteli,['uygunfiyat'],28,The price of the product is both appropriate and quality as it is seen.,['convenience'],['convenience'],"['price', 'product', 'appropriate', 'quality', 'seen']",price product appropriate quality seen
**** ****|19 Ekim 2020|LAV satıcısından alındı.,ürün bekledigim gibi geldi gayet gzel paketlemişti ürün fiyatı da gayet uygun,['uygunfiyat'],28,The product came as I expected.,['convenience'],['convenience'],"['product', 'came', 'expected']",product came expected
**** ****|18 Ekim 2020|LAV satıcısından alındı.,çok güzel çok beğendim. fiyatı da gayet uygun,['uygunfiyat'],28,very nice I liked it very much. The price is also very affordable,['convenience'],['convenience'],"['nice', 'liked', 'much', 'price', 'also', 'affordable']",nice liked much price also affordable
**** ****|18 Ekim 2020|LAV satıcısından alındı.,O kadar beğendim ki hem kaliteli hem de uygun fiyatlı geldi ben çok beğendim ❤️,['uygunfiyat'],28,I liked it so much that it was both quality and affordable. I liked it very much ❤️,['convenience'],['convenience'],"['liked', 'much', 'quality', 'affordable', 'liked', 'much']",liked much quality affordable liked much
Emrah Çelik|15 Ekim 2020|LAV satıcısından alındı.,Fiyatı çok uygundu ve ürünler çok güzeldi,['uygunfiyat'],28,The price was very affordable and the products were very nice,['convenience'],['convenience'],"['price', 'affordable', 'product', 'nice']",price affordable product nice
N** N**|13 Ekim 2020|LAV satıcısından alındı.,"Mükemmel, indirimdeyken aldım 12 kişilik takım yaptım bu kalite bu fiyat süper",['uygunfiyat'],28,"Excellent, I bought it when I was on a discount, I made a team of 12 people, this quality is super",['convenience'],['convenience'],"['excellent', 'bought', 'discount', 'made', 'team', 'people', 'quality', 'super']",excellent bought discount made team people quality super
T** K**|13 Ekim 2020|LAV satıcısından alındı.,"Çok şık görünmese de kaliteli ve kullanışlı, fiyatı uygun olduğundan alınır.",['uygunfiyat'],28,"Although it does not look very stylish, it is high quality and convenient and the price is affordable.",['convenience'],['convenience'],"['although', 'look', 'stylish', 'high', 'quality', 'convenient', 'price', 'affordable']",although look stylish high quality convenient price affordable
B** I**|12 Ekim 2020|LAV satıcısından alındı.,Gündelik kullanmak için aldım fiyat gayet uygun,['uygunfiyat'],28,"I bought it to use it everyday, the price is very affordable",['convenience'],['convenience'],"['bought', 'use', 'everyday', 'price', 'affordable']",bought use everyday price affordable
**** ****|12 Ekim 2020|LAV satıcısından alındı.,Çok beğendim fiyatı çok uygundu. Kargo da çok özenliydi.,['uygunfiyat'],28,"I liked it very much, the price was very affordable. Cargo was also very careful.",['convenience'],['convenience'],"['liked', 'much', 'price', 'affordable', 'cargo', 'also', 'careful']",liked much price affordable cargo also careful
Ş** Ş**|12 Ekim 2020|LAV satıcısından alındı.,Çok güzel üstelik fiyatı da çok uygun tek korkum kırık gelmesiydi o da olmadı şükür,['uygunfiyat'],28,"It is very nice and the price was very suitable, my only fear was broken.",['convenience'],['convenience'],"['nice', 'price', 'suitable', 'fear', 'broken']",nice price suitable fear broken
F** T**|9 Ekim 2020|LAV satıcısından alındı.,Daha önce Bi mağazada görmüştüm hoşuma gitmişti. Ürün gayet sade ve şık. Tam puan ve fiyatı da uygun.,['uygunfiyat'],28,I liked it in a store before. The product is very simple and stylish. Full points and price are also affordable.,['convenience'],['convenience'],"['liked', 'store', 'product', 'simple', 'stylish', 'full', 'point', 'price', 'also', 'affordable']",liked store product simple stylish full point price also affordable
Emel ozkorkmaz|8 Ekim 2020|LAV satıcısından alındı.,Çok kaliteli bir bardak seti .şık ve güzel duruyor aynı zamanda fiyatı uygun,"['uygunfiyat','şıkduruyor']",28,A very high quality glass set.,"['convenience', 'makes it stylish']","['convenience', 'makes it stylish']","['high', 'quality', 'glass', 'set']",high quality glass set
**** ****|6 Ekim 2020|LAV satıcısından alındı.,Ürün paramparça geldi tekrar sipariş verdim verdim güzel fiyatı uygun,['uygunfiyat'],28,"The product came shattered, I ordered it again, I gave the nice price affordable",['convenience'],['convenience'],"['product', 'came', 'shattered', 'ordered', 'gave', 'nice', 'price', 'affordable']",product came shattered ordered gave nice price affordable
e** y**|6 Ekim 2020|ALDINALDIN satıcısından alındı.,Tavsiye ederim fiyatı çok uygun aldım güzel,['uygunfiyat'],28,I recommend the price very affordable I bought it nice,['convenience'],['convenience'],"['recommend', 'price', 'affordable', 'bought', 'nice']",recommend price affordable bought nice
**** ****|3 Ekim 2020|LAV satıcısından alındı.,hem fiyatı çok uygun hemde göründüğü gibi kaliteli bi ürün,"['uygunfiyat','kaliteliürün']",28,The price is very affordable and a quality product as it seems,"['convenience', 'your quality']","['convenience', 'your quality']","['price', 'affordable', 'quality', 'product', 'seems']",price affordable quality product seems
ufuk karabalık|1 Ekim 2020|LAV satıcısından alındı.,Üşendiğimden geri yollamadım aldıktan sonra markette daha uygun fiyata gördüm,['uygunfiyat'],28,"I did not send it back because I was cold, I saw it at a more affordable price in the market after I received it.",['convenience'],['convenience'],"['send', 'back', 'cold', 'saw', 'affordable', 'price', 'market', 'received']",send back cold saw affordable price market received
Öznur Sarikabak|30 Eylül 2020|ALDINALDIN satıcısından alındı.,Günlük kullanım için aldım evime çok iyi boyut model fiyat harika ☺️,"['uygunfiyat','günlükkullanım']",28,"I bought it for daily use, very good size model price is great ☺️","['convenience', 'Daily Office']","['convenience', 'Daily Office']","['bought', 'daily', 'use', 'good', 'size', 'model', 'price', 'great']",bought daily use good size model price great
E** B**-Elite Üye|30 Eylül 2020|LAV satıcısından alındı.,Süper set çok uygun fiyata aldım teşekkürler 😊,['uygunfiyat'],28,Super Set I bought it at a very affordable price thanks 😊,['convenience'],['convenience'],"['super', 'set', 'bought', 'affordable', 'price', 'thanks']",super set bought affordable price thanks
**** ****|30 Eylül 2020|Maxikazanç satıcısından alındı.,Ürünün fiyatı uygun kullanışlı boyutlarıda güzell fakat gerçek cam gibi değil,['uygunfiyat'],28,The price of the product is beautiful but not like real glass.,['convenience'],['convenience'],"['price', 'product', 'beautiful', 'like', 'real', 'glass']",price product beautiful like real glass
**** ****|30 Eylül 2020|LAV satıcısından alındı.,"Görseldeki gibi geldi, çok güzel ve uygun fiyat",['uygunfiyat'],28,"It came like in the image, very nice and affordable price",['convenience'],['convenience'],"['came', 'like', 'image', 'nice', 'affordable', 'price']",came like image nice affordable price
**** ****|29 Eylül 2020|tradeland satıcısından alındı.,Kesinlikle alınmalı. Çok kaliteli ve uygun fiyatlı.,['uygunfiyat'],28,It should definitely be taken. Very quality and affordable.,['convenience'],['convenience'],"['definitely', 'taken', 'quality', 'affordable']",definitely taken quality affordable
M** Y**|29 Eylül 2020|LAV satıcısından alındı.,hem fiyatı uygun hem günlük kullanım için şişik ve güzel. gayet de sağlam gelmiş tşkler,"['uygunfiyat','günlükkullanım']",28,Both the price is affordable and swollen and beautiful for daily use. It was quite intact,"['convenience', 'Daily Office']","['convenience', 'Daily Office']","['price', 'affordable', 'swollen', 'beautiful', 'daily', 'use', 'quite', 'intact']",price affordable swollen beautiful daily use quite intact
B** G**-Elite Üye|28 Eylül 2020|LAV satıcısından alındı.,Hem fiyatı uygun hem kaliteli. Boyutları da güzel. En küçük boyu normal su bardağı kadar alıyor.,['uygunfiyat'],28,The price is affordable and quality. Their size is also beautiful. The smallest size takes up to the normal cup.,['convenience'],['convenience'],"['price', 'affordable', 'quality', 'size', 'also', 'beautiful', 'smallest', 'size', 'take', 'normal', 'cup']",price affordable quality size also beautiful smallest size take normal cup
**** ****|28 Eylül 2020|LAV satıcısından alındı.,"ürünün hem fiyati uygun, hem de göründüğü gibi kaliteli bir ürün.","['uygunfiyat','kaliteliürün']",28,The price of the product is both affordable and quality product as it seems.,"['convenience', 'your quality']","['convenience', 'your quality']","['price', 'product', 'affordable', 'quality', 'product', 'seems']",price product affordable quality product seems
**** ****|27 Eylül 2020|LAV satıcısından alındı.,Ürüne bayıldm mükemmel fiyatıda gayet iyi ve gayette sağlm geldi,['uygunfiyat'],28,"I love the product, the perfect price is fine and I am very good.",['convenience'],['convenience'],"['love', 'product', 'perfect', 'price', 'fine', 'good']",love product perfect price fine good
e** k**|26 Eylül 2020|Kitchen Crazy satıcısından alındı.,uygun fiyatli ve görüntüsü gayet hos . kesinlikle tavsiye ederim,['uygunfiyat'],28,The affordable priced and the image is very nice. I definitely recommend,['convenience'],['convenience'],"['affordable', 'priced', 'image', 'nice', 'definitely', 'recommend']",affordable priced image nice definitely recommend
**** ****|24 Eylül 2020|LAV satıcısından alındı.,Fiyatı uygun. Çok şık duruyor. İyi ki almışım. Kargo süreci de güzeldi kırılma yoktu.,"['uygunfiyat','şıkduruyor']",28,"The price is affordable. It looks very stylish. Good thing I bought it. The cargo process was also good, there was no breakage.","['convenience', 'makes it stylish']","['convenience', 'makes it stylish']","['price', 'affordable', 'look', 'stylish', 'good', 'thing', 'bought', 'cargo', 'process', 'also', 'good', 'breakage']",price affordable look stylish good thing bought cargo process also good breakage
**** ****|23 Eylül 2020|LAV satıcısından alındı.,Aşırı uygun fiyatlı ve şık süper kargolama,['uygunfiyat'],28,Extremely affordable and stylish super shipping,['convenience'],['convenience'],"['extremely', 'affordable', 'stylish', 'super', 'shipping']",extremely affordable stylish super shipping
H** K**|23 Eylül 2020|LAV satıcısından alındı.,Üç ideal boy... Beğenerek kullanıyorum. Fiyatı çok iyi kaçırmayın.,['uygunfiyat'],28,Three ideal sizes ... I use it with pleasure. Don't miss the price very well.,['convenience'],['convenience'],"['three', 'ideal', 'size', 'use', 'pleasure', 'miss', 'price', 'well']",three ideal size use pleasure miss price well
